compound,CAS,SMILES,dose,dose.units,Cmax,Cmax.units,Cmax/dose,reference,original.reference,link,note
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.143,mg/kg bw,0.02586,mg/L,0.18102,Li2007,Li2007,https://pdf.sciencedirectassets.com/272059/1-s2.0-S0149291807X81207/1-s2.0-S0149291807003293/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEDYaCXVzLWVhc3QtMSJIMEYCIQCiJgGeFR4MQYO9DcrFNnDwWw7kejYbh4eyivx4mlNTEwIhAP%2B7w8z6OODwJ9CqCLJOnimBuqBggBACqW5w17fWTefyKrQDCD8QAhoMMDU5MDAzNTQ2ODY1Igz5vLFZ4w1q43d88UYqkQMGSf%2BpgPnV0D9KdWYZMtdEMKfKlK53Ql%2Fz0Mv4ClwlRLr2XIeXzKpKR02kkTW2EtXDS9KIL64UO3GiSrzuZ99BZu7fiAmvYqSkzDFAm0gz7IzS2gdOqvunXgZeWmF1Mt9Pf2FVSDrcs8p6MDCvaBGOg5%2FHRL%2BIH%2Fdy9YQ9ycDh8KmpadCt7Ac8cE3QloxeUMgO34ihoHnPaRRmSRb5LwIScgY0etIQasif5mlp72HLq%2Bm1VVThXj8Ef6EG%2B%2FIvMq%2FlV%2BMXbaaS8VxAI2U1M6Bo3ftq%2FCi%2BYOcA4lOujBHTcnr1PDJHoRs4UEcwhacTrybKis0tVU3I%2FUqyxN%2Bj6%2B5r5fRKD3Oc1FChaj95Fb11X8shfcX5McWlprAjg3RubtR6QXXQYbh47%2FAysNjAr6vKnLH9hA56L0UfXBoRRT46qJPKNXh7Ikn%2Fc%2F8e6MZQuMtEsgyYInDpr%2BxxK6mSLBfbHBUhP74IoR6ypvxRibuglo60L06JO26ZaYKuiBeAzvHQVNA8CH1y4%2F0DmGQc3vl0XTD09pX0BTrqAcX%2FDFL4jR1ioeFidVpCbD2nw1PcSv1KL6lNzrYk8HjyOEBUTZBuuFGQ9nKTVlkS%2BVZhG7YwECCgRw3cvYb8aoN2cMqIl6HtJltC2lNQ9PJZVnx6bo4disWD07zIW7OGxXK%2BFxqESpyEXras9W8dTfVxVyGeA2phgYyu2XboYJdhPyIl0nimk3OoFm%2BGfO674JugmNSF523kI1O%2BXjZqu5JL0vevh6oGOUwUOo2pZsio0d%2Fkw7f2b0HxSfzBMSNA6Km2miRaKxwSsF6SGXFbz6UDqCG%2Fh0C6qlq%2BMA30G0x7Tw6eQNgwhtpWQQ%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200402T070809Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY2OSGPHYY%2F20200402%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=4fb19335b1b19f9521cc3abed339edf53f4e9d73a9b493c5f93cc4edb2542f30&hash=0f0360f29832b544b0d4199d95ac918aac2ea909dea943bd03e289cb2bb4757f&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0149291807003293&tid=spdf-33673909-d45c-410f-94a8-cda74dcc0099&sid=ed44f5b62c528543a7591eb7c01947afee82gxrqb&type=client,
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.286,mg/kg bw,0.04499,mg/L,0.157465,Li2007,Li2007,https://pdf.sciencedirectassets.com/272059/1-s2.0-S0149291807X81207/1-s2.0-S0149291807003293/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEDYaCXVzLWVhc3QtMSJIMEYCIQCiJgGeFR4MQYO9DcrFNnDwWw7kejYbh4eyivx4mlNTEwIhAP%2B7w8z6OODwJ9CqCLJOnimBuqBggBACqW5w17fWTefyKrQDCD8QAhoMMDU5MDAzNTQ2ODY1Igz5vLFZ4w1q43d88UYqkQMGSf%2BpgPnV0D9KdWYZMtdEMKfKlK53Ql%2Fz0Mv4ClwlRLr2XIeXzKpKR02kkTW2EtXDS9KIL64UO3GiSrzuZ99BZu7fiAmvYqSkzDFAm0gz7IzS2gdOqvunXgZeWmF1Mt9Pf2FVSDrcs8p6MDCvaBGOg5%2FHRL%2BIH%2Fdy9YQ9ycDh8KmpadCt7Ac8cE3QloxeUMgO34ihoHnPaRRmSRb5LwIScgY0etIQasif5mlp72HLq%2Bm1VVThXj8Ef6EG%2B%2FIvMq%2FlV%2BMXbaaS8VxAI2U1M6Bo3ftq%2FCi%2BYOcA4lOujBHTcnr1PDJHoRs4UEcwhacTrybKis0tVU3I%2FUqyxN%2Bj6%2B5r5fRKD3Oc1FChaj95Fb11X8shfcX5McWlprAjg3RubtR6QXXQYbh47%2FAysNjAr6vKnLH9hA56L0UfXBoRRT46qJPKNXh7Ikn%2Fc%2F8e6MZQuMtEsgyYInDpr%2BxxK6mSLBfbHBUhP74IoR6ypvxRibuglo60L06JO26ZaYKuiBeAzvHQVNA8CH1y4%2F0DmGQc3vl0XTD09pX0BTrqAcX%2FDFL4jR1ioeFidVpCbD2nw1PcSv1KL6lNzrYk8HjyOEBUTZBuuFGQ9nKTVlkS%2BVZhG7YwECCgRw3cvYb8aoN2cMqIl6HtJltC2lNQ9PJZVnx6bo4disWD07zIW7OGxXK%2BFxqESpyEXras9W8dTfVxVyGeA2phgYyu2XboYJdhPyIl0nimk3OoFm%2BGfO674JugmNSF523kI1O%2BXjZqu5JL0vevh6oGOUwUOo2pZsio0d%2Fkw7f2b0HxSfzBMSNA6Km2miRaKxwSsF6SGXFbz6UDqCG%2Fh0C6qlq%2BMA30G0x7Tw6eQNgwhtpWQQ%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200402T070809Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTY2OSGPHYY%2F20200402%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=4fb19335b1b19f9521cc3abed339edf53f4e9d73a9b493c5f93cc4edb2542f30&hash=0f0360f29832b544b0d4199d95ac918aac2ea909dea943bd03e289cb2bb4757f&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0149291807003293&tid=spdf-33673909-d45c-410f-94a8-cda74dcc0099&sid=ed44f5b62c528543a7591eb7c01947afee82gxrqb&type=client,
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.071,mg/kg bw,0.0057435,mg/L,0.080409,Thota2013,Thota2013,https://innovareacademics.in/journal/ijpps/Vol5Suppl3/7308.pdf,average two brands
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.071,mg/kg bw,0.00833,mg/L,0.11662,Li2010,Li2010,https://pdf.sciencedirectassets.com/272059/1-s2.0-S0149291810X00066/1-s2.0-S0149291810001062/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEDcaCXVzLWVhc3QtMSJGMEQCIBP8fShdWx7FbyArAkvIE6pZIhqr8p0s6mSGgiYHLb5sAiBv8LFqsqT9eQLNo9UEa3hDnH2TEiWMS%2BjU4yOBcdvPRiq0AwhAEAIaDDA1OTAwMzU0Njg2NSIMXiYi5OjTEsmr%2FXMOKpEDRcwj0em7HzGJqEMiyRAoPimY%2BkOFEt3Wq%2FZ0el7KN2sR0gKnjEcytV%2F2k7iFCJT0magZqPkGz3gc2R48pGN3txwIFJx5oxoA2WbaUkxMWifTJC2pRmQwV3yFXAAzZ2hLsJv%2BAmQ2f2D%2F3u%2BeNdijUy%2FU1xdLylONMBsahIqMMvnDdiR7WmKME0UJ9iRj3Pq4vvKdaTn7CBdujCBKWZn%2FANsEj6suvOtO%2F9w2LsaKxUI7OOpfevJrgwrWHC91j6dNcxZPt5OlKA%2BRfZb28Jfr71cIS139rbd0kZLDDmNHEytzNDjSeHrPL7YUYaxfoHqzXS9CKuoI5M3N6sQ4wLyHjJs%2FI6h%2BMdIb%2BeEoetsNXLac6HYFKZSiwhl4dSC0pyhWT16CbYW7ona4xU%2FI6H5AqatwDOumXlkpUC1ORKrcET8xx1tdv7SdS2V4mpCdSQD5N0lWeyzAAx4SU1S1JZNq%2FBE3hihfx94SBbSv0GdQBVNAYIB4GW5TCPJ1UvWXBrzzyyGDdhfNbHqE3K3LzVTctYwwzpmW9AU67AHnnnA9Ze%2B4DpdPbNONwcOTQSA2aO6sr9cjycOGgaYE7RuutTwxZvuhIUsID6dNNrTWgs2EvhaEDYd%2FFihXNVU4vLDWEsntn5DlIKk2Xj85glnAkrW296hBsUdHg6mZ5HHNK7Alfjp4LV1Uh3lrcOov2iFKSxJyG1ON7oxb0wrOjsZ5cpha0%2B09xTjVgeFVOLpeKjcXxUdRFnxzx1pC%2FU1xcRHaRCDN9VAdF2kHxOWXKOYw8tcOKO9Svt0s2pKJ0rP%2BjEhWEvvB3sguzSH9n1kKVb6WKcFOUTgYMynPL5bcprMUgGMByZVhq8m9Hg%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200402T074303Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYXYT4VJNE%2F20200402%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=921887f2e2209917f3f092e035e577eb2be8ebbe80032de4c546087673fc87ca&hash=c6b1aecece6437fc88d5e923a8a955942692bc4f0f3525258defdc32f3577a3e&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0149291810001062&tid=spdf-dfdf5188-34f8-40bc-91c3-ba034d2a2c62&sid=ed44f5b62c528543a7591eb7c01947afee82gxrqb&type=client,
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.143,mg/kg bw,0.01076,mg/L,0.07532,Li2010,Li2010,https://pdf.sciencedirectassets.com/272059/1-s2.0-S0149291810X00066/1-s2.0-S0149291810001062/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEDcaCXVzLWVhc3QtMSJGMEQCIBP8fShdWx7FbyArAkvIE6pZIhqr8p0s6mSGgiYHLb5sAiBv8LFqsqT9eQLNo9UEa3hDnH2TEiWMS%2BjU4yOBcdvPRiq0AwhAEAIaDDA1OTAwMzU0Njg2NSIMXiYi5OjTEsmr%2FXMOKpEDRcwj0em7HzGJqEMiyRAoPimY%2BkOFEt3Wq%2FZ0el7KN2sR0gKnjEcytV%2F2k7iFCJT0magZqPkGz3gc2R48pGN3txwIFJx5oxoA2WbaUkxMWifTJC2pRmQwV3yFXAAzZ2hLsJv%2BAmQ2f2D%2F3u%2BeNdijUy%2FU1xdLylONMBsahIqMMvnDdiR7WmKME0UJ9iRj3Pq4vvKdaTn7CBdujCBKWZn%2FANsEj6suvOtO%2F9w2LsaKxUI7OOpfevJrgwrWHC91j6dNcxZPt5OlKA%2BRfZb28Jfr71cIS139rbd0kZLDDmNHEytzNDjSeHrPL7YUYaxfoHqzXS9CKuoI5M3N6sQ4wLyHjJs%2FI6h%2BMdIb%2BeEoetsNXLac6HYFKZSiwhl4dSC0pyhWT16CbYW7ona4xU%2FI6H5AqatwDOumXlkpUC1ORKrcET8xx1tdv7SdS2V4mpCdSQD5N0lWeyzAAx4SU1S1JZNq%2FBE3hihfx94SBbSv0GdQBVNAYIB4GW5TCPJ1UvWXBrzzyyGDdhfNbHqE3K3LzVTctYwwzpmW9AU67AHnnnA9Ze%2B4DpdPbNONwcOTQSA2aO6sr9cjycOGgaYE7RuutTwxZvuhIUsID6dNNrTWgs2EvhaEDYd%2FFihXNVU4vLDWEsntn5DlIKk2Xj85glnAkrW296hBsUdHg6mZ5HHNK7Alfjp4LV1Uh3lrcOov2iFKSxJyG1ON7oxb0wrOjsZ5cpha0%2B09xTjVgeFVOLpeKjcXxUdRFnxzx1pC%2FU1xcRHaRCDN9VAdF2kHxOWXKOYw8tcOKO9Svt0s2pKJ0rP%2BjEhWEvvB3sguzSH9n1kKVb6WKcFOUTgYMynPL5bcprMUgGMByZVhq8m9Hg%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200402T074303Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYXYT4VJNE%2F20200402%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=921887f2e2209917f3f092e035e577eb2be8ebbe80032de4c546087673fc87ca&hash=c6b1aecece6437fc88d5e923a8a955942692bc4f0f3525258defdc32f3577a3e&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0149291810001062&tid=spdf-dfdf5188-34f8-40bc-91c3-ba034d2a2c62&sid=ed44f5b62c528543a7591eb7c01947afee82gxrqb&type=client,
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.286,mg/kg bw,0.01917,mg/L,0.067095,Li2010,Li2010,https://pdf.sciencedirectassets.com/272059/1-s2.0-S0149291810X00066/1-s2.0-S0149291810001062/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEDcaCXVzLWVhc3QtMSJGMEQCIBP8fShdWx7FbyArAkvIE6pZIhqr8p0s6mSGgiYHLb5sAiBv8LFqsqT9eQLNo9UEa3hDnH2TEiWMS%2BjU4yOBcdvPRiq0AwhAEAIaDDA1OTAwMzU0Njg2NSIMXiYi5OjTEsmr%2FXMOKpEDRcwj0em7HzGJqEMiyRAoPimY%2BkOFEt3Wq%2FZ0el7KN2sR0gKnjEcytV%2F2k7iFCJT0magZqPkGz3gc2R48pGN3txwIFJx5oxoA2WbaUkxMWifTJC2pRmQwV3yFXAAzZ2hLsJv%2BAmQ2f2D%2F3u%2BeNdijUy%2FU1xdLylONMBsahIqMMvnDdiR7WmKME0UJ9iRj3Pq4vvKdaTn7CBdujCBKWZn%2FANsEj6suvOtO%2F9w2LsaKxUI7OOpfevJrgwrWHC91j6dNcxZPt5OlKA%2BRfZb28Jfr71cIS139rbd0kZLDDmNHEytzNDjSeHrPL7YUYaxfoHqzXS9CKuoI5M3N6sQ4wLyHjJs%2FI6h%2BMdIb%2BeEoetsNXLac6HYFKZSiwhl4dSC0pyhWT16CbYW7ona4xU%2FI6H5AqatwDOumXlkpUC1ORKrcET8xx1tdv7SdS2V4mpCdSQD5N0lWeyzAAx4SU1S1JZNq%2FBE3hihfx94SBbSv0GdQBVNAYIB4GW5TCPJ1UvWXBrzzyyGDdhfNbHqE3K3LzVTctYwwzpmW9AU67AHnnnA9Ze%2B4DpdPbNONwcOTQSA2aO6sr9cjycOGgaYE7RuutTwxZvuhIUsID6dNNrTWgs2EvhaEDYd%2FFihXNVU4vLDWEsntn5DlIKk2Xj85glnAkrW296hBsUdHg6mZ5HHNK7Alfjp4LV1Uh3lrcOov2iFKSxJyG1ON7oxb0wrOjsZ5cpha0%2B09xTjVgeFVOLpeKjcXxUdRFnxzx1pC%2FU1xcRHaRCDN9VAdF2kHxOWXKOYw8tcOKO9Svt0s2pKJ0rP%2BjEhWEvvB3sguzSH9n1kKVb6WKcFOUTgYMynPL5bcprMUgGMByZVhq8m9Hg%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200402T074303Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYXYT4VJNE%2F20200402%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=921887f2e2209917f3f092e035e577eb2be8ebbe80032de4c546087673fc87ca&hash=c6b1aecece6437fc88d5e923a8a955942692bc4f0f3525258defdc32f3577a3e&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S0149291810001062&tid=spdf-dfdf5188-34f8-40bc-91c3-ba034d2a2c62&sid=ed44f5b62c528543a7591eb7c01947afee82gxrqb&type=client,
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.571,mg/kg bw,0.0223,mg/L,0.039025,Martin2002,Martin2002,https://accp1-onlinelibrary-wiley-com.ezproxy.library.wur.nl/doi/epdf/10.1177/009127002237987,"average young and elderly, male and femal"
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.286,mg/kg bw,0.014353333,mg/L,0.050236667,Birmingham2015,Birmingham2015,https://link.springer.com/content/pdf/10.1007/s00228-014-1801-z.pdf,"Average Chinese, Japanese, Caucasian"
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.143,mg/kg bw,0.00236,mg/L,0.01652,Maekawa2019,Maekawa2019,https://link.springer.com/content/pdf/10.1007/s40261-019-00825-1.pdf,
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.571,mg/kg bw,0.02907,mg/L,0.0508725,Shah2019,Shah2019,http://www.pjps.pk/wp-content/uploads/pdfs/32/6/Paper-25.pdf,
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.143,mg/kg bw,0.00514,mg/L,0.03598,Csonka2019,Csonka2019,https://link.springer.com/content/pdf/10.1007/s40261-019-00857-7.pdf,
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.143,mg/kg bw,0.00259,mg/L,0.01813,Pham2009,Pham2009,https://aac.asm.org/content/aac/53/10/4385.full.pdf,
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.143,mg/kg bw,0.004486667,mg/L,0.031406667,Stopfer2018,Stopfer2018,https://link.springer.com/content/pdf/10.1007/s13318-017-0427-9.pdf,
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.143,mg/kg bw,0.00375,mg/L,0.02625,Martin2003,Martin2003,https://pdf.sciencedirectassets.com/272059/1-s2.0-S0149291800X00707/1-s2.0-S014929180380214X/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEDkaCXVzLWVhc3QtMSJIMEYCIQCJ8C%2BwJsnmcRNkNFO%2Fmp0SMI6sCuDYSCzpZo%2BernHavwIhANWlFeBi1KrfZDRZ3YYJsihqPqJ5FGpUEOpX8N5hyMjJKrQDCEIQAhoMMDU5MDAzNTQ2ODY1IgysEjyBG9XKZ1f%2FC0gqkQPs6kxDfho7l247K1xE37UCHSU8z409CjHIUThdvX9a0HpRm9ghqn6ekKcR3%2BJouVsn7xzIw%2FEJvjCFohkmjbf6MSyXUonclN7miR3dHk2S2HeQkTmn0rift3o6fE0MLt9jSrP5Y8udH0ZEYspVCqDnkvUCuyZjz3VBGjH4G5bqngs4IOdMjlJCdBJPHR%2BLvBL9bl4Vnq8HL%2BGpHjTbkjjKKdWhPYDstMTJ3C7aTy8Yy5Bys7I%2B8%2FrbYPY7PJ0IhVFsZ2JTpo%2BS97wvOoorUWp29PUGwLoZMhZKsxYGshRUmFvpdmKlLeRnWVszwHOYlUD89SbabaapVNooO40dDQ%2Bgmmj75TvnZ%2BjuIoSbwlMY2sui0%2FgrAWHRhLsARf%2B4YrhMBdFvxSVkhwI5FWRRbY9xRq7w%2FzcG6uy%2BhNnX7uBi9QZOrqfsCt4gV1ifDa99RL1LTO1NrPYxL0FohBT08w%2FCtcKg394TcVfiZtJuw12KHH7kMQMHo8%2FCLC%2FSJY52ooSr3VYdH2t8xIeyfbII7XvBlTC8x5b0BTrqAcO%2F%2F8Wy5%2FSmdYHglGKLY9DNCRh6Ch5JPkuPz3noMqXEv1tQsWstpnVF4dQ4FbW7YvB8r6XQpPbEED9ZFumDnZOJ3TMrHuhSNOpv%2FK6vTk3xvjo68Xcv%2Bm56VCBaCXRYgC3u7llZgp5kJQt45T4SPhT1sQaPON0pfnSCtjnWmfdc3%2FcUf1IRkoIa21U%2BbNzSIf83JqSmcORKOZRJ1XoWGuqIx1nqZLuPXHsV9zZxUlcl8Cx3%2B3Rrb3WvKey4P1PVHURoC0AnKIP5ddZWlL7emAajhvsBY%2F1SHVJ9o4nukbKaf1r4z6r1nqQWCQ%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200402T094330Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYRWQ7XDVY%2F20200402%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=4465b40c43b915d6dca87af0f6ddd5c178687594b761b491eab460800da6b19b&hash=bc39c9342ea5909b3446bd60b48530ae905f251d6cbee535a08cfcbd0db1fb58&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S014929180380214X&tid=spdf-80c9401d-136b-468e-b7d5-65f4014144c7&sid=ed44f5b62c528543a7591eb7c01947afee82gxrqb&type=client,
Rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1C=CC(O)CC(O)CC(O)=O)N(C)S(C)(=O)=O,0.286,mg/kg bw,0.00679,mg/L,0.023765,Martin2003,Martin2003,https://pdf.sciencedirectassets.com/272059/1-s2.0-S0149291800X00707/1-s2.0-S014929180380214X/main.pdf?X-Amz-Security-Token=IQoJb3JpZ2luX2VjEDkaCXVzLWVhc3QtMSJIMEYCIQCJ8C%2BwJsnmcRNkNFO%2Fmp0SMI6sCuDYSCzpZo%2BernHavwIhANWlFeBi1KrfZDRZ3YYJsihqPqJ5FGpUEOpX8N5hyMjJKrQDCEIQAhoMMDU5MDAzNTQ2ODY1IgysEjyBG9XKZ1f%2FC0gqkQPs6kxDfho7l247K1xE37UCHSU8z409CjHIUThdvX9a0HpRm9ghqn6ekKcR3%2BJouVsn7xzIw%2FEJvjCFohkmjbf6MSyXUonclN7miR3dHk2S2HeQkTmn0rift3o6fE0MLt9jSrP5Y8udH0ZEYspVCqDnkvUCuyZjz3VBGjH4G5bqngs4IOdMjlJCdBJPHR%2BLvBL9bl4Vnq8HL%2BGpHjTbkjjKKdWhPYDstMTJ3C7aTy8Yy5Bys7I%2B8%2FrbYPY7PJ0IhVFsZ2JTpo%2BS97wvOoorUWp29PUGwLoZMhZKsxYGshRUmFvpdmKlLeRnWVszwHOYlUD89SbabaapVNooO40dDQ%2Bgmmj75TvnZ%2BjuIoSbwlMY2sui0%2FgrAWHRhLsARf%2B4YrhMBdFvxSVkhwI5FWRRbY9xRq7w%2FzcG6uy%2BhNnX7uBi9QZOrqfsCt4gV1ifDa99RL1LTO1NrPYxL0FohBT08w%2FCtcKg394TcVfiZtJuw12KHH7kMQMHo8%2FCLC%2FSJY52ooSr3VYdH2t8xIeyfbII7XvBlTC8x5b0BTrqAcO%2F%2F8Wy5%2FSmdYHglGKLY9DNCRh6Ch5JPkuPz3noMqXEv1tQsWstpnVF4dQ4FbW7YvB8r6XQpPbEED9ZFumDnZOJ3TMrHuhSNOpv%2FK6vTk3xvjo68Xcv%2Bm56VCBaCXRYgC3u7llZgp5kJQt45T4SPhT1sQaPON0pfnSCtjnWmfdc3%2FcUf1IRkoIa21U%2BbNzSIf83JqSmcORKOZRJ1XoWGuqIx1nqZLuPXHsV9zZxUlcl8Cx3%2B3Rrb3WvKey4P1PVHURoC0AnKIP5ddZWlL7emAajhvsBY%2F1SHVJ9o4nukbKaf1r4z6r1nqQWCQ%3D%3D&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Date=20200402T094330Z&X-Amz-SignedHeaders=host&X-Amz-Expires=300&X-Amz-Credential=ASIAQ3PHCVTYRWQ7XDVY%2F20200402%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Signature=4465b40c43b915d6dca87af0f6ddd5c178687594b761b491eab460800da6b19b&hash=bc39c9342ea5909b3446bd60b48530ae905f251d6cbee535a08cfcbd0db1fb58&host=68042c943591013ac2b2430a89b270f6af2c76d8dfd086a07176afe7c76c2c61&pii=S014929180380214X&tid=spdf-80c9401d-136b-468e-b7d5-65f4014144c7&sid=ed44f5b62c528543a7591eb7c01947afee82gxrqb&type=client,
